seed_idx	K	mu_cpp	mu_paper	coeff_without_perturb	coeff_with_perturb	response
3	5	10	3	0.053846557453246666	0.05294188409107635	0.8556282717999114
3	5	6	4	0.1559946807566119	0.1536138506703781	0.7766605128042514
3	5	2	5	-0.6084688348118681	-0.6103621040547471	-0.15688320065534528
3	5	11	6	-0.5239556489261785	-0.5232356475062064	0.0694407782218513
3	5	7	7	-0.032409710269967314	-0.031853012107894436	0.874940890697189
3	5	3	8	-0.33898646201561977	-0.3386309274042379	0.052991298914469805
3	5	12	9	-0.33640391336506126	-0.3367042957477408	-0.04507095719068997
3	5	8	10	0.05293460891702773	0.05271796219445237	0.20709987834077087
3	5	4	11	-0.5571042126599416	-0.5571850628225401	-0.00732807878282145
3	5	13	12	-0.005153458625123613	-0.005088986955953257	0.6357379935057509
3	5	9	13	-0.4680197023880891	-0.4679690937179326	0.005460865218012786
3	5	14	14	-0.15219152939636366	-0.15223247407184837	-0.013583939069535133
4	1	0	0	-0.8002721828252116	-0.8121359416421331	-0.7431258191002058
4	1	5	1	-0.7252481090378584	-0.7252481090378584	0.0
4	1	1	2	-0.4068913132443651	-0.4068913132443651	0.0
4	1	10	3	-0.6583915145602439	-0.6583915145602437	1.6819329193344023e-14
4	1	6	4	-0.2785075582640975	-0.2785075582640975	0.0
4	1	2	5	-0.33229763350065855	-0.33229763350065855	0.0
4	1	11	6	-0.6474781453553001	-0.6474781453553001	0.0
4	1	7	7	-0.23736307363160883	-0.23736307363160883	0.0
4	1	3	8	-0.38101791002040664	-0.38101791002040664	0.0
4	1	12	9	-0.8825376674929735	-0.8825376674929735	0.0
4	1	8	10	-0.5198675611280569	-0.5198675611280569	0.0
4	1	4	11	-1.1288437995403364	-1.1288437995403364	0.0
4	1	13	12	-0.6981266170239883	-0.6981266170239883	0.0
4	1	9	13	-0.19778451477520761	-0.19778451477520761	0.0
4	1	14	14	-0.18908902849283904	-0.18908902849283904	0.0
4	2	0	0	-0.6880418060078523	-0.7014471634332397	-0.9744149790224391
4	2	5	1	-0.5552406310491353	-0.5528628284029163	0.2167221716346235
4	2	1	2	-0.29658635794685223	-0.2954667730334715	0.19098710913221495
4	2	10	3	-0.513192168192325	-0.5134226563478146	-0.022675050887880417
4	2	6	4	-0.11374675557392144	-0.11393196189015986	-0.08215625516639205
4	2	2	5	-0.250089086194552	-0.2502138079246425	-0.025177714369664938
4	2	11	6	-0.4779809364139068	-0.47798484271571917	-0.00041269635298977467
4	2	7	7	-0.03839509157262222	-0.0384068626844171	-0.01547933854706773
4	2	3	8	-0.1378000984884755	-0.13783627250696245	-0.013254624147174342
4	2	12	9	-0.7632157941765251	-0.7632349967513397	-0.0012705268269451472
4	2	8	10	-0.38829118983521377	-0.38830623496588834	-0.0019566232060503
4	2	4	11	-1.1115499891953018	-1.1115500177299296	-1.2963443929658764e-06
4	2	13	12	-0.5388501899233473	-0.5388771821399543	-0.0025295124379165375
4	2	9	13	-0.049943388560276795	-0.0499653195705747	-0.022169836199852425
4	2	14	14	-0.06913242137520097	-0.06914673262247026	-0.010452687223633935
4	3	0	0	-0.6384120272131032	-0.6529000460104556	-1.1331912048945088
4	3	5	1	-0.46927932785152654	-0.4652102086742673	0.43978042394131905
4	3	1	2	-0.2464530688132363	-0.2445528376312965	0.3908670617967367
4	3	10	3	-0.45256818242808294	-0.45316793371617964	-0.0668769947916093
4	3	6	4	-0.06450237289136962	-0.06498159022081017	-0.3737882937359881
4	3	2	5	-0.2429278677559165	-0.24324970513437483	-0.06685729574415819
4	3	11	6	-0.3977415982273622	-0.39762892843995085	0.01430688762775809
4	3	7	7	0.046861052106137266	0.04693402223931888	-0.07857282653471089
